County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),State FIPS,County FIPS,Year
"Cumberland County, Maine",235100,834,49958.0,282401,148835,34563.0,159270,55985,23,005,2011
"Kennebec County, Maine",153400,617,14206.0,121935,59406,14207.0,65906,44259,23,011,2011
"Penobscot County, Maine",136900,614,15277.0,153786,71201,25804.0,78252,40669,23,019,2011
"York County, Maine",233100,774,28082.0,198199,101125,18841.0,109958,56777,23,031,2011
"Allegany County, Maryland",128400,459,4812.0,74692,30310,12661.0,33811,38502,24,001,2011
"Anne Arundel County, Maryland",332800,1208,80670.0,544403,279548,29984.0,299137,84138,24,003,2011
"Baltimore County, Maryland",254900,923,112749.0,809941,399131,75736.0,439442,62407,24,005,2011
"Calvert County, Maryland",353900,1213,11337.0,89256,46062,3736.0,49765,89393,24,009,2011
"Carroll County, Maryland",321300,887,21842.0,167288,86541,7463.0,91141,84117,24,013,2011
"Cecil County, Maryland",252700,730,10107.0,101694,49980,7291.0,56038,61686,24,015,2011
"Charles County, Maryland",294100,1266,17852.0,149130,73538,11370.0,81410,91733,24,017,2011
"Frederick County, Maryland",296900,1058,34120.0,236745,124169,14652.0,134021,77791,24,021,2011
"Harford County, Maryland",277500,867,33077.0,246489,121980,22672.0,132365,78123,24,025,2011
"Howard County, Maryland",412400,1224,64767.0,293142,157085,17886.0,167267,98953,24,027,2011
"Montgomery County, Maryland",443800,1391,181728.0,989794,523712,64087.0,558645,92909,24,031,2011
"Prince George's County, Maryland",257300,1083,101054.0,871233,452847,78761.0,502535,70715,24,033,2011
"St. Mary's County, Maryland",305500,1081,11530.0,107484,51345,8334.0,54372,81657,24,037,2011
"Washington County, Maryland",206500,673,12328.0,148203,68306,16236.0,75625,52653,24,043,2011
"Wicomico County, Maryland",175100,780,12653.0,99190,43700,17715.0,50540,46990,24,045,2011
"Baltimore city, Maryland",154400,722,60927.0,619493,263598,149605.0,314362,38721,24,510,2011
"Barnstable County, Massachusetts",367100,996,36716.0,215769,102162,19538.0,111664,56699,25,001,2011
"Berkshire County, Massachusetts",205900,616,16497.0,130458,60805,16571.0,67156,42969,25,003,2011
"Bristol County, Massachusetts",280300,677,63180.0,548922,266754,63299.0,297540,53409,25,005,2011
"Essex County, Massachusetts",339700,867,110798.0,748930,368231,84583.0,404327,64887,25,009,2011
"Franklin County, Massachusetts",214300,710,8859.0,71599,37787,8627.0,41297,50361,25,011,2011
"Hampden County, Massachusetts",200200,656,47884.0,463783,209855,75368.0,237712,47897,25,013,2011
"Hampshire County, Massachusetts",265000,787,19676.0,157822,82159,18718.0,89280,54179,25,015,2011
"Middlesex County, Massachusetts",391500,1127,271804.0,1518171,797247,120456.0,863327,76978,25,017,2011
"Norfolk County, Massachusetts",387600,1138,130442.0,675436,345722,40471.0,376172,81889,25,021,2011
"Plymouth County, Massachusetts",326400,981,73454.0,497579,242498,40237.0,269435,68253,25,023,2011
"Suffolk County, Massachusetts",352300,1104,106337.0,730932,367698,156376.0,415340,49276,25,025,2011
"Worcester County, Massachusetts",255900,755,113225.0,801227,389542,90423.0,431553,60493,25,027,2011
"Allegan County, Michigan",136000,596,11000.0,111234,49949,13751.0,54411,50508,26,005,2011
"Bay County, Michigan",90300,494,9907.0,107110,44857,13189.0,52300,43361,26,017,2011
"Berrien County, Michigan",124400,516,15058.0,156941,65597,26000.0,76344,40831,26,021,2011
"Calhoun County, Michigan",100000,527,10350.0,135490,53144,25953.0,62398,38666,26,025,2011
"Clinton County, Michigan",144500,607,8238.0,75469,35674,8758.0,39198,57289,26,037,2011
"Eaton County, Michigan",130800,613,10901.0,108056,47333,13819.0,53920,50822,26,045,2011
"Genesee County, Michigan",87900,518,32870.0,422080,157944,85535.0,188938,40843,26,049,2011
"Grand Traverse County, Michigan",169400,704,10602.0,88349,41875,13954.0,45570,46330,26,055,2011
"Ingham County, Michigan",119500,631,33109.0,281613,129129,59957.0,142316,42047,26,065,2011
"Isabella County, Michigan",113100,621,4695.0,70622,31825,20240.0,36894,37319,26,073,2011
"Jackson County, Michigan",107200,619,13349.0,159748,63864,22907.0,73512,41686,26,075,2011
"Kalamazoo County, Michigan",137700,594,32439.0,252074,116582,47840.0,132602,45502,26,077,2011
"Kent County, Michigan",134900,621,80601.0,608453,291036,86870.0,324193,50712,26,081,2011
"Lapeer County, Michigan",122300,628,6715.0,88082,36870,11688.0,42710,49178,26,087,2011
"Lenawee County, Michigan",116100,547,7281.0,99440,43342,12022.0,48432,44509,26,091,2011
"Livingston County, Michigan",176400,778,26651.0,181722,88776,11818.0,96148,67441,26,093,2011
"Macomb County, Michigan",118400,659,88066.0,842145,376274,119066.0,430573,50891,26,099,2011
"Marquette County, Michigan",124600,501,8025.0,67694,29424,12371.0,32358,41130,26,103,2011
"Midland County, Michigan",134000,556,10764.0,84063,36331,11547.0,39725,52591,26,111,2011
"Monroe County, Michigan",137100,621,10388.0,151560,66758,18283.0,75805,53744,26,115,2011
"Muskegon County, Michigan",94600,500,13481.0,171302,65229,32838.0,77723,37626,26,121,2011
"Oakland County, Michigan",163900,748,205801.0,1210145,571776,133781.0,643511,61888,26,125,2011
"Ottawa County, Michigan",151500,633,32016.0,266300,125985,30896.0,138348,53553,26,139,2011
"Saginaw County, Michigan",96700,530,18211.0,199088,80414,37568.0,93067,40434,26,145,2011
"St. Clair County, Michigan",116500,583,9950.0,161642,67751,25475.0,78116,45676,26,147,2011
"Shiawassee County, Michigan",106900,531,4469.0,69841,29148,9953.0,33134,47775,26,155,2011
"Van Buren County, Michigan",110500,515,5402.0,76131,32215,18526.0,35745,41379,26,159,2011
"Washtenaw County, Michigan",196200,756,53483.0,347962,167922,56124.0,187097,56612,26,161,2011
"Wayne County, Michigan",83100,595,154948.0,1802096,666607,462344.0,823623,38479,26,163,2011
"Anoka County, Minnesota",185200,840,39397.0,333140,172727,28287.0,190572,63614,27,003,2011
"Carver County, Minnesota",245200,785,18861.0,92638,49809,5807.0,52189,83348,27,019,2011
"Dakota County, Minnesota",216600,814,68692.0,402006,216515,27674.0,232659,69902,27,037,2011
"Hennepin County, Minnesota",225200,806,238628.0,1168431,616573,154709.0,673422,60817,27,053,2011
"Olmsted County, Minnesota",169600,696,23741.0,145769,80181,9850.0,83752,67618,27,109,2011
"Ramsey County, Minnesota",192500,738,79085.0,514696,255405,87902.0,279871,51702,27,123,2011
"St. Louis County, Minnesota",137400,579,22584.0,200255,93289,34050.0,103229,44447,27,137,2011
"Scott County, Minnesota",235000,797,23778.0,132556,71467,7891.0,76575,80864,27,139,2011
"Sherburne County, Minnesota",207700,772,10648.0,89319,44609,7637.0,48453,67198,27,141,2011
"Stearns County, Minnesota",166100,682,16335.0,151343,79478,19860.0,85139,52334,27,145,2011
"Washington County, Minnesota",228100,903,40721.0,241280,125081,14131.0,133610,76491,27,163,2011
"Wright County, Minnesota",184000,738,18355.0,126437,63594,8664.0,68270,68242,27,171,2011
"DeSoto County, Mississippi",145700,716,16112.0,164053,76775,15217.0,84394,53802,28,033,2011
"Forrest County, Mississippi",117400,523,7795.0,75842,34689,20980.0,38542,35046,28,035,2011
"Harrison County, Mississippi",137700,647,15518.0,191040,83694,37577.0,92257,38645,28,047,2011
"Hinds County, Mississippi",103600,575,26107.0,248184,105067,61600.0,117477,34926,28,049,2011
"Jackson County, Mississippi",126000,652,11391.0,139901,58737,24053.0,65756,47800,28,059,2011
"Jones County, Mississippi",96500,501,4071.0,68075,27099,10942.0,29332,39709,28,067,2011
"Lauderdale County, Mississippi",89300,475,6527.0,80475,32408,16597.0,36117,38573,28,075,2011
"Lee County, Mississippi",106700,499,6394.0,84156,37674,12150.0,41340,40669,28,081,2011
"Madison County, Mississippi",204300,657,18039.0,96941,45176,13909.0,48514,52898,28,089,2011
"Rankin County, Mississippi",145200,668,17475.0,143702,68476,10617.0,72706,61423,28,121,2011
"Boone County, Missouri",164100,566,27356.0,165627,87811,32910.0,93395,46596,29,019,2011
"Buchanan County, Missouri",106100,494,6480.0,89666,42412,15256.0,47415,42624,29,021,2011
"Cape Girardeau County, Missouri",135800,496,8168.0,76632,35923,13352.0,39269,39977,29,031,2011
"Cass County, Missouri",156400,641,9721.0,100052,46861,11513.0,51864,53936,29,037,2011
"Christian County, Missouri",136600,545,8213.0,78570,37295,9053.0,39957,50876,29,043,2011
"Clay County, Missouri",156100,636,31262.0,225161,115345,18794.0,126379,58830,29,047,2011
"Cole County, Missouri",147300,468,11539.0,76448,35671,8806.0,36927,55888,29,051,2011
"Franklin County, Missouri",151400,530,7593.0,101938,47001,8533.0,51602,45951,29,071,2011
"Greene County, Missouri",125900,525,35680.0,277214,131807,47017.0,144951,40124,29,077,2011
"Jackson County, Missouri",125900,602,77176.0,676360,313939,126972.0,349292,44347,29,095,2011
"Jasper County, Missouri",100200,451,12285.0,118435,54156,18459.0,58011,40308,29,097,2011
"Jefferson County, Missouri",148300,604,18070.0,219480,104646,25030.0,116250,50491,29,099,2011
"Platte County, Missouri",188000,678,16452.0,90903,47537,6699.0,51590,61863,29,165,2011
"St. Charles County, Missouri",185500,699,58938.0,365151,189596,19453.0,203815,66374,29,183,2011
"St. Francois County, Missouri",98200,473,3207.0,65578,24364,12007.0,26834,34260,29,187,2011
"St. Louis County, Missouri",173400,675,159866.0,998692,480582,117256.0,530038,54830,29,189,2011
"St. Louis city, Missouri",120500,539,34925.0,318069,139972,83142.0,167670,32570,29,510,2011
"Cascade County, Montana",152400,506,8243.0,81837,36360,12397.0,38504,42623,30,013,2011
"Flathead County, Montana",220600,648,12191.0,91301,44191,9572.0,48521,44207,30,029,2011
"Gallatin County, Montana",260500,725,19447.0,91377,49056,11206.0,52870,50302,30,031,2011
"Missoula County, Montana",243500,645,17257.0,110138,57177,18651.0,64753,41931,30,063,2011
"Yellowstone County, Montana",174400,573,20015.0,150069,76329,19175.0,80909,46975,30,111,2011
"Douglas County, Nebraska",142000,634,79656.0,524861,267190,75710.0,290256,51694,31,055,2011
"Lancaster County, Nebraska",149200,580,43344.0,289800,155900,42141.0,167420,48642,31,109,2011
"Sarpy County, Nebraska",163600,683,22595.0,162561,82408,11308.0,87582,64043,31,153,2011
"Clark County, Nevada",153800,818,193353.0,1969975,869376,327962.0,1001493,48215,32,003,2011
"Washoe County, Nevada",177400,751,49065.0,425710,200977,55009.0,224021,50733,32,031,2011
"Cheshire County, New Hampshire",196900,805,10468.0,76918,38662,6987.0,43228,54049,33,005,2011
"Grafton County, New Hampshire",209100,789,13450.0,88923,42487,9459.0,45236,50811,33,009,2011
"Hillsborough County, New Hampshire",250600,880,60468.0,401696,210601,32518.0,227492,66609,33,011,2011
"Merrimack County, New Hampshire",230400,776,22214.0,146579,75885,11913.0,80897,66221,33,013,2011
"Rockingham County, New Hampshire",274200,940,48935.0,296207,163630,18374.0,172801,75982,33,015,2011
"Strafford County, New Hampshire",220100,807,14500.0,123857,64013,13093.0,70027,55180,33,017,2011
"Atlantic County, New Jersey",233000,868,27446.0,274338,124103,35697.0,145782,50829,34,001,2011
"Bergen County, New Jersey",447600,1159,185894.0,911004,445855,57482.0,483642,79272,34,003,2011
"Burlington County, New Jersey",247100,966,69189.0,449576,220876,22861.0,244924,72896,34,005,2011
"Camden County, New Jersey",215300,811,62120.0,513241,233700,68386.0,270210,57784,34,007,2011
"Cape May County, New Jersey",323100,865,13296.0,96601,43019,10760.0,48476,53256,34,009,2011
"Cumberland County, New Jersey",166600,730,12053.0,157095,64122,23243.0,74671,51548,34,011,2011
"Essex County, New Jersey",371100,890,97972.0,785137,342078,134875.0,400515,51009,34,013,2011
"Gloucester County, New Jersey",223700,816,36860.0,289104,139207,20682.0,157535,71850,34,015,2011
"Hudson County, New Jersey",339100,996,103748.0,641224,322682,102496.0,363833,56546,34,017,2011
"Hunterdon County, New Jersey",403800,1121,25790.0,128038,65753,4904.0,70799,99099,34,019,2011
"Mercer County, New Jersey",282700,929,50369.0,367063,175844,39766.0,197137,73890,34,021,2011
"Middlesex County, New Jersey",328300,1097,130050.0,814217,395279,67428.0,433269,74522,34,023,2011
"Monmouth County, New Jersey",387400,1035,113271.0,631020,301694,41292.0,336685,79334,34,025,2011
"Morris County, New Jersey",420400,1201,97603.0,494976,248217,23109.0,272288,91332,34,027,2011
"Ocean County, New Jersey",266500,1073,68175.0,579369,234410,65811.0,266182,56929,34,029,2011
"Passaic County, New Jersey",349100,942,52491.0,502007,218572,81294.0,250538,52382,34,031,2011
"Salem County, New Jersey",193700,767,6304.0,65902,28518,8216.0,32901,53926,34,033,2011
"Somerset County, New Jersey",395100,1220,62254.0,324893,163504,14860.0,177191,96360,34,035,2011
"Sussex County, New Jersey",284200,986,23658.0,148517,74636,8595.0,84514,83839,34,037,2011
"Union County, New Jersey",354200,984,68582.0,539494,257648,57261.0,292759,66398,34,039,2011
"Warren County, New Jersey",258500,821,15100.0,108339,52796,8358.0,58344,66594,34,041,2011
"Bernalillo County, New Mexico",185100,662,77588.0,670968,301787,136202.0,338630,43916,35,001,2011
"Chaves County, New Mexico",94400,464,4184.0,65890,27616,13520.0,30560,36282,35,005,2011
"Do?a Ana County, New Mexico",136700,540,20118.0,213598,85352,64253.0,99830,36101,35,013,2011
"Lea County, New Mexico",99600,547,3296.0,65423,27160,12071.0,28935,50758,35,025,2011
"McKinley County, New Mexico",71400,374,2810.0,73664,22242,23831.0,26819,28983,35,031,2011
"Otero County, New Mexico",93300,522,3201.0,65703,22990,11623.0,26029,35308,35,035,2011
"Sandoval County, New Mexico",182200,771,13601.0,134259,55643,22389.0,62776,53214,35,043,2011
"San Juan County, New Mexico",155800,606,7532.0,128200,52826,21645.0,57439,51728,35,045,2011
"Santa Fe County, New Mexico",292300,809,21270.0,145648,72772,25149.0,80999,49959,35,049,2011
"Valencia County, New Mexico",141600,609,5370.0,77070,27520,17450.0,32642,42802,35,061,2011
"Albany County, New York",207800,755,40431.0,303565,153163,39782.0,165655,57062,36,001,2011
"Bronx County, New York",372100,895,95855.0,1392002,534369,412139.0,638559,32058,36,005,2011
"Broome County, New York",109400,569,18602.0,199031,86610,33568.0,95919,44158,36,007,2011
"Cattaraugus County, New York",81600,448,4638.0,79832,34089,15002.0,37677,38932,36,009,2011
"Cayuga County, New York",102300,492,6866.0,79738,37239,9931.0,40738,49256,36,011,2011
"Chautauqua County, New York",81500,464,10285.0,134368,58751,25787.0,63550,40927,36,013,2011
"Chemung County, New York",96900,557,6523.0,88840,39417,12886.0,41763,50120,36,015,2011
"Clinton County, New York",115800,630,6750.0,81945,36961,11352.0,40028,50872,36,019,2011
"Dutchess County, New York",287400,943,36469.0,297999,139573,27960.0,157181,67727,36,027,2011
"Erie County, New York",124400,549,105243.0,918028,426438,136790.0,469723,47533,36,029,2011
"Jefferson County, New York",127800,728,9182.0,117910,43018,19857.0,49270,45500,36,045,2011
"Kings County, New York",563200,1020,311560.0,2532645,1092754,592789.0,1242054,42752,36,047,2011
"Livingston County, New York",118400,591,5594.0,65070,30995,8110.0,32756,50513,36,051,2011
"Madison County, New York",122500,526,7262.0,73365,32115,6810.0,33820,50173,36,053,2011
"Monroe County, New York",135100,670,101664.0,745625,349639,120083.0,380696,50204,36,055,2011
"Nassau County, New York",450200,1343,213179.0,1344436,643726,89888.0,696964,91414,36,059,2011
"New York County, New York",856700,1305,361472.0,1601948,844764,284572.0,927996,66299,36,061,2011
"Niagara County, New York",102300,504,20294.0,216011,101075,26127.0,109393,45398,36,063,2011
"Oneida County, New York",111300,530,22848.0,234287,104450,37828.0,113368,46736,36,065,2011
"Onondaga County, New York",134000,632,56579.0,466960,214985,70747.0,231836,53946,36,067,2011
"Ontario County, New York",137100,642,11804.0,108525,52154,11339.0,56217,52162,36,069,2011
"Orange County, New York",272400,955,42298.0,374872,169154,50937.0,184776,66224,36,071,2011
"Oswego County, New York",94700,535,6749.0,122228,51392,24748.0,56875,43372,36,075,2011
"Putnam County, New York",359900,1069,13913.0,99933,50801,5781.0,55325,90735,36,079,2011
"Queens County, New York",440700,1162,302943.0,2247848,1056776,351223.0,1173740,53572,36,081,2011
"Rensselaer County, New York",178600,684,16403.0,159395,79840,17644.0,88830,58943,36,083,2011
"Richmond County, New York",441000,991,56315.0,470467,205619,54365.0,224132,70578,36,085,2011
"Rockland County, New York",426800,1174,43937.0,315158,142671,43838.0,157800,82217,36,087,2011
"St. Lawrence County, New York",86800,565,6858.0,111690,45746,18628.0,51260,43578,36,089,2011
"Saratoga County, New York",226100,774,35997.0,220882,111869,14677.0,119694,64250,36,091,2011
"Schenectady County, New York",169200,679,17844.0,155058,75145,21810.0,81836,52505,36,093,2011
"Steuben County, New York",85700,490,5873.0,99033,42845,18568.0,47962,43457,36,101,2011
"Suffolk County, New York",383400,1320,184902.0,1498816,722042,94788.0,778739,84106,36,103,2011
"Sullivan County, New York",168100,666,6855.0,76900,32380,12229.0,37171,47978,36,105,2011
"Tompkins County, New York",168500,851,12815.0,101723,50985,18699.0,54385,51586,36,109,2011
"Ulster County, New York",235200,825,20204.0,182448,84342,25615.0,94178,55006,36,111,2011
"Warren County, New York",195000,662,8046.0,65831,31141,9833.0,33782,53110,36,113,2011
"Wayne County, New York",106900,530,6686.0,93436,44357,12412.0,48480,52597,36,117,2011
"Westchester County, New York",518800,1152,148536.0,955899,446547,91997.0,487481,77006,36,119,2011
"Alamance County, North Carolina",130900,519,14142.0,153291,70118,27675.0,76593,40699,37,001,2011
"Brunswick County, North Carolina",177800,611,11128.0,110097,37121,22955.0,45382,38584,37,019,2011
"Buncombe County, North Carolina",188600,638,35722.0,241419,113880,43019.0,124981,41422,37,021,2011
"Burke County, North Carolina",108500,434,5712.0,90904,34852,19004.0,40067,36706,37,023,2011
