County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),Owner Occupied Housing Units,Total Households,State FIPS,County FIPS,Year
"Erie County, New York",160200,712,129757.0,919719,450994,122938.0,469383,56369,139209,390341,36,029,2018
"Sullivan County, New York",179900,786,6839.0,75498,31996,11505.0,34378,52274,10023,28900,36,105,2018
"Orange County, New York",282200,1098,44179.0,381951,180770,42237.0,188170,75825,42084,128259,36,071,2018
"Bronx County, New York",436100,1088,125331.0,1432132,599204,383486.0,666788,38467,413699,507370,36,005,2018
"Onondaga County, New York",148800,763,59939.0,461809,218130,61596.0,231027,59883,64426,185046,36,067,2018
"Clinton County, New York",135500,713,7004.0,80695,34663,9108.0,36041,56704,9920,31392,36,019,2018
"Putnam County, New York",354800,1229,16184.0,98892,51154,6208.0,53805,102525,5398,35425,36,079,2018
"Ontario County, New York",166200,780,16046.0,109864,55001,8486.0,56885,62522,12010,44079,36,069,2018
"Steuben County, New York",102600,537,7953.0,95796,43117,11625.0,45897,55569,10854,40578,36,101,2018
"Chautauqua County, New York",86700,541,10819.0,127939,57791,23128.0,60845,45479,16269,53429,36,013,2018
"Kings County, New York",759400,1331,415654.0,2582830,1237382,485693.0,1300711,61220,673082,969317,36,047,2018
"Saratoga County, New York",267200,993,38419.0,230163,122767,13464.0,127406,83765,26902,94156,36,091,2018
"Westchester County, New York",560800,1368,159043.0,967612,485840,76958.0,512206,94811,139048,352498,36,119,2018
"Richmond County, New York",556000,1153,69880.0,476179,215330,53741.0,224531,82166,51569,167441,36,085,2018
"St. Lawrence County, New York",98400,585,7954.0,108047,45917,13708.0,47982,49681,11839,41680,36,089,2018
"Tompkins County, New York",215800,1073,12578.0,102793,52823,15508.0,54812,57276,17774,40250,36,109,2018
"Warren County, New York",195200,767,8064.0,64265,30956,6879.0,32481,56482,9171,28007,36,113,2018
"Dutchess County, New York",291600,1042,40075.0,293718,143973,25220.0,151385,80227,34354,108071,36,027,2018
"Monroe County, New York",151800,803,111698.0,742474,362210,105226.0,381660,60222,106321,301668,36,055,2018
"Oneida County, New York",135100,622,22601.0,229577,101457,31565.0,105646,54593,29929,88871,36,065,2018
"Ulster County, New York",243700,997,23342.0,178599,88812,25515.0,92896,63889,22663,69154,36,111,2018
"Chemung County, New York",105300,655,6985.0,84254,37484,9913.0,39210,53005,11498,34325,36,015,2018
"Livingston County, New York",134900,647,5913.0,63227,27734,7368.0,28605,61609,6163,23746,36,051,2018
"Albany County, New York",224300,879,41094.0,307117,158461,32578.0,166759,64435,55257,126578,36,001,2018
"Cattaraugus County, New York",86200,518,5157.0,76840,34287,13167.0,36455,48179,9153,32079,36,009,2018
"Madison County, New York",133800,623,6426.0,70795,34514,5914.0,36005,59678,5816,26127,36,053,2018
"Schenectady County, New York",174200,804,18312.0,155350,74213,16241.0,79367,64847,20588,55262,36,093,2018
"Caldwell County, North Carolina",122500,488,6094.0,82029,37538,13555.0,40558,42257,8769,31544,37,027,2018
"Catawba County, North Carolina",154400,566,19163.0,158652,75318,20997.0,81371,53454,18820,62861,37,035,2018
"Forsyth County, North Carolina",163200,652,52499.0,379099,173934,62398.0,183793,49166,62630,150437,37,067,2018
"Carteret County, North Carolina",218500,670,9482.0,69524,30152,5391.0,31561,54833,7282,28720,37,031,2018
"Cleveland County, North Carolina",125800,475,7915.0,97645,39966,19605.0,42645,40690,11269,34574,37,045,2018
"Craven County, North Carolina",168300,733,10911.0,102912,37568,15006.0,40620,50509,16317,40412,37,049,2018
"Harnett County, North Carolina",155400,664,12449.0,134214,51723,18587.0,55395,51022,16056,46015,37,085,2018
"Henderson County, North Carolina",227900,606,17618.0,116748,55075,9458.0,56937,53706,12878,49514,37,089,2018
"Iredell County, North Carolina",200000,680,24503.0,178435,88746,16397.0,92640,59341,19224,68328,37,097,2018
"Mecklenburg County, North Carolina",253000,999,221357.0,1093901,587011,126135.0,611596,63967,184516,418135,37,119,2018
"Pitt County, North Carolina",146300,536,23555.0,179914,85975,42556.0,92592,42481,32296,69288,37,147,2018
"Rowan County, North Carolina",137000,613,13311.0,141262,64848,24286.0,69420,46035,15583,53806,37,159,2018
"Union County, North Carolina",269900,832,40377.0,235908,117721,13388.0,122541,80337,14824,77696,37,179,2018
"Wilkes County, North Carolina",109000,440,5813.0,68557,30650,14026.0,32916,43466,7885,30123,37,193,2018
"Nash County, North Carolina",131700,509,10424.0,94016,44704,10260.0,47320,51601,12140,37767,37,127,2018
"Wilson County, North Carolina",121800,506,8156.0,81455,37668,17637.0,40337,42769,12677,31817,37,195,2018
"Randolph County, North Carolina",128800,524,12289.0,143351,69384,19883.0,72766,47653,13878,54783,37,151,2018
"Cumberland County, North Carolina",138700,719,37043.0,332330,126347,53563.0,136605,46716,61922,127911,37,051,2018
"Guilford County, North Carolina",170300,715,84371.0,533670,253968,80039.0,268586,51803,89654,209842,37,081,2018
"Robeson County, North Carolina",78900,439,7912.0,131831,49250,30263.0,51658,35037,16336,46026,37,155,2018
"Wake County, North Carolina",301900,1010,249424.0,1092305,586724,89510.0,606821,79970,149315,408473,37,183,2018
"Franklin County, North Carolina",132800,685,6908.0,67560,31473,7261.0,32505,60598,6177,26380,37,069,2018
"Brunswick County, North Carolina",218200,898,22467.0,136744,55101,12657.0,58222,60496,9024,56752,37,019,2018
"Lincoln County, North Carolina",180700,540,11056.0,83770,43136,8324.0,45124,63782,7700,34233,37,109,2018
"Orange County, North Carolina",327300,940,24032.0,146027,72716,17252.0,75661,72563,19749,53959,37,135,2018
"Surry County, North Carolina",123100,457,6087.0,71948,31146,11394.0,32156,48398,8058,29230,37,171,2018
"Buncombe County, North Carolina",257200,873,48495.0,259103,133339,27387.0,136955,53980,38117,108411,37,021,2018
"Cabarrus County, North Carolina",219700,720,30348.0,211342,104573,18872.0,110570,69679,20208,73751,37,025,2018
"Davidson County, North Carolina",151100,494,15453.0,166614,75745,26571.0,79818,45320,23630,68761,37,057,2018
"Durham County, North Carolina",233300,902,56080.0,316739,170657,40420.0,176072,58073,56998,127527,37,063,2018
"New Hanover County, North Carolina",248300,904,45659.0,232274,113649,35100.0,118141,52239,43299,98151,37,129,2018
"Wayne County, North Carolina",132700,561,9965.0,123248,54671,26932.0,57565,40791,18840,49019,37,191,2018
"Alamance County, North Carolina",151900,655,20870.0,166436,77299,21416.0,81671,49979,21578,64700,37,001,2018
"Rockingham County, North Carolina",114100,463,6554.0,90690,38613,17562.0,41128,40688,10981,37476,37,157,2018
"Gaston County, North Carolina",153700,672,22178.0,222846,105681,31181.0,110302,52741,27532,84999,37,071,2018
"Moore County, North Carolina",222300,712,16576.0,98682,42550,9420.0,44250,58531,9526,40756,37,125,2018
"Chatham County, North Carolina",319400,747,12758.0,73139,32429,6530.0,33552,74959,6185,28343,37,037,2018
"Johnston County, North Carolina",171300,646,20882.0,202675,98692,22861.0,102963,60132,20862,70001,37,101,2018
"Onslow County, North Carolina",154900,839,17464.0,197683,67538,27575.0,73232,50639,31017,66834,37,133,2018
"Rutherford County, North Carolina",123100,529,5016.0,66826,27963,13240.0,30895,43111,8436,26305,37,161,2018
"Burke County, North Carolina",119400,499,7311.0,90382,40803,11501.0,44016,43663,8731,36157,37,023,2018
"Grand Forks County, North Dakota",208200,779,9755.0,70770,38111,9522.0,40163,52853,15950,30916,38,035,2018
"Burleigh County, North Dakota",272400,760,16273.0,95273,52813,6526.0,53767,71172,12527,40736,38,015,2018
"Ward County, North Dakota",204400,861,9011.0,67744,32505,7770.0,33558,65719,12397,27887,38,101,2018
"Cass County, North Dakota",230300,763,34074.0,181516,104060,19349.0,106878,62418,33691,74343,38,017,2018
"Hamilton County, Ohio",162100,675,128255.0,816684,418318,122565.0,435455,57189,146289,344562,39,061,2018
"Franklin County, Ohio",186500,802,221638.0,1310300,686173,198457.0,719343,60373,240664,519468,39,049,2018
"Marion County, Ohio",110700,540,3155.0,65256,27024,10424.0,28223,43008,8585,24205,39,101,2018
"Tuscarawas County, Ohio",141100,554,6835.0,92176,44425,11982.0,46582,49658,11568,36740,39,157,2018
"Wayne County, Ohio",155800,575,10630.0,115967,55696,9118.0,57450,59111,11847,43908,39,169,2018
"Butler County, Ohio",181300,715,45880.0,382378,184920,46902.0,193409,60589,49901,143040,39,017,2018
"Licking County, Ohio",188900,639,23365.0,175769,84229,14632.0,87463,67784,16143,62237,39,089,2018
"Richland County, Ohio",114600,485,9920.0,121099,50876,15824.0,53222,49564,16045,48105,39,139,2018
"Hancock County, Ohio",152900,577,8267.0,75930,40669,8230.0,42358,60788,9509,31606,39,063,2018
"Clermont County, Ohio",171100,709,24920.0,205466,102971,15866.0,106475,64526,18971,77920,39,025,2018
"Fairfield County, Ohio",192300,718,19755.0,155782,73188,15148.0,75537,67144,12853,55934,39,045,2018
"Jefferson County, Ohio",89500,458,4372.0,65767,26347,12668.0,28206,40308,8252,27292,39,081,2018
"Portage County, Ohio",166200,738,17508.0,162927,90072,17290.0,94786,64550,16417,60801,39,133,2018
"Belmont County, Ohio",98500,477,6132.0,67505,27482,6951.0,28751,50250,5454,24742,39,013,2018
"Muskingum County, Ohio",120000,537,6064.0,86183,39252,14648.0,41631,49602,9854,34471,39,119,2018
"Athens County, Ohio",118400,595,5043.0,65818,29252,18115.0,31761,36944,9768,22533,39,009,2018
"Medina County, Ohio",208800,734,29788.0,179146,94303,12016.0,96574,75786,14197,70609,39,103,2018
"Lucas County, Ohio",117900,588,46615.0,429899,197203,78373.0,211202,47360,71524,178289,39,095,2018
"Stark County, Ohio",137100,575,37403.0,371574,176442,52984.0,186097,52068,48909,152210,39,151,2018
"Delaware County, Ohio",320000,917,46609.0,204826,104337,8241.0,108117,99881,13996,70501,39,041,2018
"Geauga County, Ohio",245700,740,15543.0,94031,47865,4739.0,48943,82784,4125,35387,39,055,2018
"Lake County, Ohio",160600,773,31245.0,230514,119593,15788.0,124491,65835,25710,96577,39,085,2018
"Ross County, Ohio",142100,497,5071.0,76931,28849,14675.0,31292,46769,10065,29779,39,141,2018
"Cuyahoga County, Ohio",139100,678,174892.0,1243857,597311,215558.0,641731,49910,230000,542122,39,035,2018
"Miami County, Ohio",160600,548,12076.0,106222,51448,7246.0,53812,58486,12236,41148,39,109,2018
"Trumbull County, Ohio",105400,558,16819.0,198627,85849,36041.0,89994,46196,22830,83303,39,155,2018
"Wood County, Ohio",167400,628,15902.0,130696,69495,15912.0,73107,63695,17695,50694,39,173,2018
"Greene County, Ohio",183800,698,21608.0,167995,78956,20029.0,83613,67680,23601,66053,39,057,2018
"Erie County, Ohio",139700,600,7459.0,74615,35873,6637.0,37224,49751,9238,31675,39,043,2018
"Summit County, Ohio",151900,666,81736.0,541918,270582,62287.0,287014,58876,75591,226243,39,153,2018
"Columbiana County, Ohio",102900,480,8865.0,102665,45490,14751.0,47710,43745,11422,41884,39,029,2018
"Mahoning County, Ohio",114700,529,27253.0,229642,106010,35865.0,116681,47962,32340,97365,39,099,2018
"Scioto County, Ohio",99700,432,4771.0,75502,27187,16538.0,29793,37257,9682,28719,39,145,2018
"Allen County, Ohio",118600,538,6725.0,102663,48907,13745.0,51388,49063,14401,41204,39,003,2018
"Clark County, Ohio",119200,562,11920.0,134585,60325,19430.0,65167,49875,19269,55327,39,023,2018
"Lorain County, Ohio",156900,623,36702.0,309461,147339,43658.0,153106,58613,34208,121344,39,093,2018
"Montgomery County, Ohio",125900,622,62582.0,532331,252130,87699.0,268032,50838,90441,224225,39,113,2018
"Warren County, Ohio",237500,977,39916.0,232173,116822,11277.0,120176,86473,20701,83540,39,165,2018
"Ashtabula County, Ohio",112700,534,7010.0,97493,40788,16812.0,44575,46349,9046,35445,39,007,2018
"Tulsa County, Oklahoma",160800,698,89891.0,648360,314580,91225.0,329304,55638,103426,250492,40,143,2018
"Payne County, Oklahoma",162900,638,10364.0,82040,35817,18263.0,38285,48031,13953,30734,40,119,2018
"Pottawatomie County, Oklahoma",126400,554,6150.0,72679,30003,12586.0,31282,48776,8467,26714,40,125,2018
"Creek County, Oklahoma",126800,570,6039.0,71604,31114,9620.0,32195,55264,5827,26957,40,037,2018
"Oklahoma County, Oklahoma",156800,695,105571.0,792582,383888,133723.0,400772,52214,127261,302645,40,109,2018
"Rogers County, Oklahoma",166700,661,11805.0,91984,43082,9130.0,45074,60148,7934,35254,40,131,2018
"Cleveland County, Oklahoma",169800,742,34707.0,281669,144802,33005.0,149265,62096,42370,110775,40,027,2018
"Canadian County, Oklahoma",163800,789,18372.0,144447,72710,9646.0,75211,70204,10858,45344,40,017,2018
"Comanche County, Oklahoma",116400,633,10170.0,120422,44812,17917.0,47883,52089,18767,42489,40,031,2018
"Wagoner County, Oklahoma",164700,602,8597.0,80110,36839,7907.0,38813,62421,6440,30186,40,145,2018
"Muskogee County, Oklahoma",113100,530,6856.0,68362,28471,8762.0,29814,45290,8888,26566,40,101,2018
"Marion County, Oregon",270200,883,35459.0,346868,158633,49333.0,166985,56341,50097,119511,41,047,2018
"Douglas County, Oregon",216400,690,11652.0,110283,44347,15315.0,47500,47004,13634,45647,41,019,2018
"Polk County, Oregon",284400,903,10558.0,85234,38822,11754.0,41550,61616,10654,31218,41,053,2018
"Deschutes County, Oregon",408500,1001,32147.0,191996,93849,17767.0,98438,67577,27173,79950,41,017,2018
"Linn County, Oregon",254300,848,12876.0,127335,55955,15649.0,59557,54113,17603,48464,41,043,2018
"Yamhill County, Oregon",317100,983,13222.0,107002,49758,14204.0,51748,60893,11689,37235,41,071,2018
"Klamath County, Oregon",169500,628,6435.0,67653,25208,12435.0,27910,45354,9732,26798,41,035,2018
"Benton County, Oregon",356600,968,15704.0,92101,45078,14757.0,47980,63773,14620,35520,41,003,2018
"Multnomah County, Oregon",422900,1154,161107.0,811880,453165,94684.0,472220,71186,152829,330223,41,051,2018
"Jackson County, Oregon",293600,861,27581.0,219564,98510,32755.0,104123,56546,30479,89787,41,029,2018
"Clackamas County, Oregon",439100,1214,72704.0,416075,207904,29122.0,217172,81278,45946,158749,41,005,2018
"Josephine County, Oregon",281200,728,6951.0,87393,32490,14175.0,35122,48315,10729,37059,41,033,2018
"Umatilla County, Oregon",185900,623,6404.0,77516,30920,12811.0,35179,56842,10712,26048,41,059,2018
"Lane County, Oregon",281200,864,48647.0,379611,177274,69029.0,188439,53172,63589,156072,41,039,2018
"Washington County, Oregon",417100,1253,115152.0,597695,317538,52686.0,330609,83068,85258,225955,41,067,2018
"Bucks County, Pennsylvania",338500,1134,111114.0,628195,337276,34150.0,351205,88569,58333,239962,42,017,2018
"Lehigh County, Pennsylvania",213400,895,45932.0,368100,178305,43975.0,190181,62278,48797,138586,42,077,2018
"Luzerne County, Pennsylvania",133600,614,33892.0,317646,151576,43848.0,159701,54433,39762,128301,42,079,2018
"Columbia County, Pennsylvania",159900,604,7463.0,65456,31672,7046.0,32742,50601,7684,26655,42,037,2018
"Dauphin County, Pennsylvania",171000,776,37522.0,277097,140565,37075.0,146940,57814,42594,112559,42,043,2018
"Delaware County, Pennsylvania",254000,896,85305.0,564751,278643,46534.0,294303,72045,70315,207499,42,045,2018
"Crawford County, Pennsylvania",113700,467,7889.0,85063,38635,10214.0,40880,51502,8543,34386,42,039,2018
"Erie County, Pennsylvania",143700,600,31866.0,272061,129088,40132.0,135069,48007,37828,109797,42,049,2018
"Schuylkill County, Pennsylvania",102300,535,12247.0,142067,62373,17492.0,66394,48458,14215,58458,42,107,2018
"Adams County, Pennsylvania",206800,795,9519.0,102811,49842,7216.0,52137,62284,9913,39570,42,001,2018
"Armstrong County, Pennsylvania",115300,490,6845.0,65263,30030,4982.0,31423,49950,6197,27332,42,005,2018
"Carbon County, Pennsylvania",140800,630,4782.0,64227,30564,7600.0,32427,53227,6248,25177,42,025,2018
"Centre County, Pennsylvania",234700,828,23042.0,162805,77267,27457.0,79939,57333,21542,58514,42,027,2018
"Northumberland County, Pennsylvania",119400,503,7145.0,91083,42130,11237.0,44297,47160,11628,38816,42,097,2018
"Northampton County, Pennsylvania",225000,891,40154.0,304807,148551,30463.0,155608,68591,32136,114996,42,095,2018
"Beaver County, Pennsylvania",140800,522,19050.0,164742,78606,17828.0,82818,54660,21021,73059,42,007,2018
"Lackawanna County, Pennsylvania",147900,650,27313.0,210793,102148,29372.0,105409,53302,31897,88268,42,069,2018
"Fayette County, Pennsylvania",109100,519,11280.0,130441,57970,17033.0,61380,52984,13917,56085,42,051,2018
"Montgomery County, Pennsylvania",323400,1135,160580.0,828604,438881,46645.0,457514,90122,91411,313336,42,091,2018
"Clearfield County, Pennsylvania",99300,475,5413.0,79388,34647,11360.0,36069,46205,7473,31992,42,033,2018
"Lebanon County, Pennsylvania",178000,760,13537.0,141314,70227,14097.0,73002,61362,16007,54522,42,075,2018
"Lycoming County, Pennsylvania",161200,615,13710.0,113664,51746,13662.0,54575,55045,13722,44585,42,081,2018
"Butler County, Pennsylvania",217400,724,32203.0,187888,93536,15882.0,97568,66423,20313,77764,42,019,2018
"Lancaster County, Pennsylvania",220500,826,65673.0,543557,271712,40599.0,282167,66277,66038,202490,42,071,2018
"Mercer County, Pennsylvania",132100,527,10418.0,110683,48401,16277.0,51093,48847,13618,46809,42,085,2018
"Somerset County, Pennsylvania",106500,430,5736.0,73952,32033,7259.0,33719,50988,5992,28796,42,111,2018
"Franklin County, Pennsylvania",180200,693,13695.0,154835,77167,19372.0,80379,61208,16832,59834,42,055,2018
"Monroe County, Pennsylvania",173500,859,15381.0,169507,78867,20597.0,84490,64170,12394,55109,42,089,2018
"Washington County, Pennsylvania",165000,631,28151.0,207346,103348,17220.0,108036,63251,22139,85835,42,125,2018
"Philadelphia County, Pennsylvania",167700,857,191678.0,1584138,714190,377116.0,777764,46116,287543,608233,42,101,2018
"York County, Pennsylvania",183000,739,52368.0,448273,224002,38202.0,234528,65239,43236,173958,42,133,2018
"Indiana County, Pennsylvania",122100,572,7030.0,84501,37138,11669.0,38721,49448,9782,33098,42,063,2018
"Cumberland County, Pennsylvania",208200,825,41533.0,251423,130081,16434.0,135268,71802,32415,102243,42,041,2018
